50567,0
50571,0
50569,0
50573,0
50568,0
50572,0
50570,0
50574,0
50603,0
50601,0
50602,0
50606,0
50607,0
50604,0
50605,0
50609,0
50610,0
50608,0
50751,0
50758,0
50749,0
50824,0
50842,0
50825,0
50843,5
50826,0
50844,0
50827,17
50845,0
50893,0
50860,2
50875,0
50894,0
50910,0
50861,25
50876,0
50908,0
50911,0
50889,0
50921,0
50928,0
50752,2
50759,1
50597,6
50598,83
50599,119
50702,0
50642,21
50666,0
50701,31
50643,0
50668,105
50703,16
50667,31
50813,0
50812,0
50793,0
50739,0
50737,0
50740,0
50738,0
50575,0
50578,65
50576,5
50579,60
50778,0
50577,0
50580,0
50693,0
50635,0
50658,0
50692,0
50636,26
50656,14
50694,0
50657,0
50704,0
50669,0
50705,0
50670,0
50589,64
50593,88
50591,100
50595,86
50590,18
50594,0
50592,106
50596,239
50639,20
50663,0
50699,4
50641,91
50662,18
50698,2
50729,0
50640,138
50664,131
50700,13
50730,0
50665,48
50791,0
50814,0
50792,0
50794,0
50836,0
50854,0
50837,0
50855,0
50838,0
50856,0
50839,0
50857,0
50900,0
50870,0
50883,0
50901,0
50919,0
50874,0
50884,0
50905,0
50918,0
50892,0
50925,0
50933,0
50932,0
50795,0
50830,0
50848,0
50831,0
50849,0
50832,0
50850,0
50833,0
50851,0
50896,0
50865,0
50879,0
50897,0
50914,0
50866,0
50880,0
50907,0
50915,0
50887,0
50923,0
50930,0
50757,2
50760,1
50581,0
50585,69
50583,1
50587,50
50582,0
50586,0
50584,0
50588,55
50696,0
50637,10
50659,0
50695,0
50638,14
50661,71
50697,0
50660,0
50611,0
50621,0
50612,0
50622,0
50707,3
50632,0
50671,10
50708,0
50726,0
50633,20
50672,20
50706,0
50725,0
50634,5
50673,0
50753,0
50761,0
50750,0
50764,0
50771,0
50766,0
50828,53
50846,14
50829,60
50847,8
50895,13
50863,0
50877,10
30220,26
50912,0
50862,32
50878,75
50909,0
50913,0
50864,32
50888,7
50922,0
50927,0
50619,28
50625,0
50620,62
50626,0
50769,0
50770,0
50754,0
50762,0
50755,0
50772,0
50768,0
50630,0
50713,2
50644,8
50680,5
50712,94
50736,0
50645,192
50681,168
50714,27
50735,0
50646,6
50682,22
50741,0
50743,0
50742,0
50744,0
50631,0
50691,10
50685,81
50747,0
50745,0
50748,0
50746,0
50613,10
50614,158
50710,12
50650,0
50674,0
50711,13
50732,0
50651,0
50675,13
50709,4
50731,0
50652,0
50676,0
50797,0
50718,0
50683,9
50719,0
50684,0
50816,0
50617,24
50627,140
50618,489
50628,158
50629,0
50715,4
50647,5
50677,10
50716,140
50734,0
50648,184
50679,43
50717,66
50733,0
50649,20
50678,0
50796,0
50815,0
50800,0
50801,0
50840,0
50858,0
50841,0
50859,0
50902,5
50871,0
50886,10
50903,0
30221,0
50872,20
50885,30
50904,6
50920,0
50873,5
50891,0
50926,0
50931,0
50835,0
50852,0
50834,0
50853,0
50898,5
50868,0
50882,10
50899,0
50917,0
50867,0
50881,30
50906,10
50916,0
50869,5
50890,0
50924,0
50929,0
50756,2
50763,0
50765,0
50773,0
50767,0
50615,0
50623,97
50616,0
50798,0
50624,0
50720,6
50653,0
50686,14
50721,58
50723,182
50654,0
50687,294
50689,0
50722,70
50724,5
50655,0
50688,17
50690,0
50414,0
50803,35
50413,33
50243,0
50417,0
50805,16
50415,12
50385,44
30215,23
50381,15
50804,20
50817,2
50421,0
50810,0
30091,18
50809,0
50980,0
50950,0
50949,0
50948,0
50823,25
50963,0
50964,0
50983,0
50965,0
50777,14
50807,29
50821,0
50398,0
50985,0
50960,0
50962,0
50961,0
50546,5
50552,2
50952,0
50951,0
50981,0
50953,0
30213,61
50548,0
50822,1
50969,0
50808,0
50970,0
50971,0
50987,0
50986,0
50968,0
50967,0
50966,0
50547,0
50551,0
50982,0
50955,0
50382,0
50422,55
50954,0
50956,0
50420,0
50957,0
50958,0
50984,0
50959,0
50545,49
50549,6
50416,1
30142,14
50380,0
50189,22
50419,84
50811,6
50452,29
50418,0
50366,41
50444,0
50455,0
50133,0
50560,0
50819,88
50820,1
50450,26
50316,0
50451,0
50338,0
50132,0
50972,0
50440,0
50205,0
30125,4
50161,71
50442,0
50179,0
50937,0
50349,0
50214,0
50775,0
50383,0
50233,0
50384,0
50938,0
50183,100
50264,0
50443,0
50166,0
50145,0
50225,0
50117,0
50973,0
50460,0
50454,0
50559,0
50979,0
30212,11
50944,0
50244,43
50226,0
50459,0
50947,0
50354,26
50558,0
50213,0
50939,0
50237,0
50945,0
50162,226
50350,30
50163,0
50974,0
50377,0
50232,0
30144,0
50940,0
50975,0
50439,30
50186,0
50453,6
30143,7
50553,0
50461,0
50167,0
50352,37
50212,0
50231,3
50409,0
50410,0
50170,0
50976,0
50379,0
50941,0
50557,0
50215,0
50191,0
50411,0
50203,0
50353,166
50412,10
50977,0
50238,0
50942,0
50336,0
50534,0
50150,0
50462,0
50978,0
50946,0
50943,0
50390,0
50989,0
50990,1
50991,0
50449,0
50779,1
50992,7
50993,0
50994,0
50995,3
50996,4
50998,42
50999,49
